,type,id,lat,lon,access,addr:city,addr:country,addr:postcode,addr:street,amenity,authentication:membership_card,authentication:none,capacity,email,fee,motorcar,name,network,opening_hours,operator,parking:fee,phone,ref,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,website,addr:housenumber,note,socket:schuko,socket:schuko:voltage,wheelchair,level,socket:cee_blue,socket:cee_blue:current,socket:cee_blue:output,socket:cee_blue:voltage,socket:chademo,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:type2_combo,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,location,power,bicycle,socket:tesla_supercharger,socket:tesla_supercharger:output,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:output,socket:tesla_destination,socket:tesla_destination:output,old_name,addr:place,socket:schuko:output,description,note:en,authentication:app,alt_ref,socket:cee_red_16a,socket:cee_red_16a:output,website:stock,start_date,layer,image,construction:socket:chademo,construction:socket:type2_combo,official_name,ame
402,node,8009768345,38.7412747,-9.2247096,yes,Alfragide,PT,,,charging_station,yes,no,2,apoio.cliente@kmlowcost.com,yes,yes,AMD-00026,Mobi.E,24/7,KLC,no,+351 800 296 929,AMD-00026,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
403,node,8009832543,38.710387,-9.2043516,yes,Lisboa,PT,,Estrada de Caselas,charging_station,yes,no,2,mobilidade.electricacrc@galp.com,yes,yes,LSB-00301,Mobi.E,24/7,Galp Geste,no,+351 800 249 249,LSB-00301,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
404,node,8009843628,38.7335985,-9.2237051,yes,Alfragide,PT,,Estrada dos Cabos de Ávila,charging_station,yes,no,2,mobilidade.electricacrc@galp.com,yes,yes,AMD-00025,Mobi.E,24/7,Galp Geste,no,+351 800 249 249,AMD-00025,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
405,node,8009879007,38.7231132,-9.1682947,yes,Lisboa,PT,,Avenida Engenheiro Duarte Pacheco,charging_station,yes,no,2,mobilidade.electricacrc@galp.com,yes,yes,LSB-00281,Mobi.E,24/7,Galp Geste,no,+351 800 249 249,LSB-00281,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
406,node,8010968151,38.7251169,-9.1122405,yes,Lisboa,PT,,,charging_station,yes,no,2,apoio.cliente@kmlowcost.com,yes,yes,LSB-00303,Mobi.E,24/7,KLC,no,+351 800 296 929,LSB-00303,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
407,node,8011011655,38.7489166,-9.1299324,yes,Lisboa,PT,,Avenida Almirante Gago Coutinho,charging_station,yes,no,2,mobilidade.electricacrc@galp.com,yes,yes,LSB-00280,Mobi.E,24/7,Galp Geste,no,+351 800 249 249,LSB-00280,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
408,node,8011028690,38.7329279,-9.1446255,yes,Lisboa,PT,,,charging_station,yes,no,2,,yes,yes,LSB-00272,Mobi.E,24/7,Circuitos de Inovação,yes,,LSB-00272,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
409,node,8011105416,38.7530463,-9.1651578,yes,Lisboa,PT,,Academia de Golf de Lisboa,charging_station,yes,no,1,opc@ucharge.pt,yes,yes,LSB-00203,Mobi.E,24/7,Ucharge,no,+351 211 648 577,LSB-00203,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,node,8011105417,38.7530406,-9.1652175,yes,Lisboa,PT,,Academia de Golf de Lisboa,charging_station,yes,no,1,opc@ucharge.pt,yes,yes,LSB-00202,Mobi.E,24/7,Ucharge,no,+351 211 648 577,LSB-00202,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,node,8011155754,38.7532157,-9.1834049,yes,Lisboa,PT,,Estádio da Luz,charging_station,yes,no,2,mobilidade-eletrica@edp.pt,yes,yes,LSB-00265,Mobi.E,24/7,EDP Comercial,yes,+351 800 222 222,LSB-00265,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
412,node,8011156674,38.7573509,-9.1035475,yes,Lisboa,PT,,Avenida Infante Dom Henrique,charging_station,yes,no,2,apoio.cliente@kmlowcost.com,yes,yes,LSB-00302,Mobi.E,24/7,KLC,no,+351 800 296 929,LSB-00302,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
413,node,8011168349,38.7680973,-9.1705222,yes,Lisboa,PT,,Eixo Norte-Sul,charging_station,yes,no,2,mobilidade.electricacrc@galp.com,yes,yes,LSB-00279,Mobi.E,24/7,Galp Geste,no,+351 800 249 249,LSB-00279,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
414,node,8011211100,38.7635779,-9.1410166,yes,Lisboa,PT,,Avenida Marechal Craveiro Lopes/2ª Circular,charging_station,yes,no,2,,yes,yes,LSB-00270,Mobi.E,24/7,Repsol,no,+351 800 226 624,LSB-00270,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
415,node,8014347881,38.7641175,-9.0965952,yes,Lisboa,PT,,Rua do Mar do Norte,charging_station,yes,no,1,suporte@mobiletric.com,yes,yes,LSB-00206,Mobi.E,24/7,Mobiletric,no,+351 800 210 204,LSB-00206,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,node,8014359634,38.7630749,-9.1089602,yes,Lisboa,PT,,Avenida de Pádua,charging_station,yes,no,2,mobilidade.electricacrc@galp.com,yes,yes,LSB-00282,Mobi.E,24/7,Galp Geste,no,+351 800 249 249,LSB-00282,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
417,node,8014408141,38.77952,-9.1240624,yes,Lisboa,PT,,Avenida Cidade do Porto,charging_station,yes,no,2,mobilidade.electricacrc@galp.com,yes,yes,LSB-00278,Mobi.E,24/7,Galp Geste,no,+351 800 249 249,LSB-00278,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
418,node,8014408142,38.7796768,-9.1220909,yes,Lisboa,PT,,Avenida Cidade do Porto,charging_station,yes,no,2,mobilidade.electricacrc@galp.com,yes,yes,LSB-00277,Mobi.E,24/7,Galp Geste,no,+351 800 249 249,LSB-00277,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
419,node,8014416758,38.7837656,-9.1922106,yes,Odivelas,PT,,Avenida Severiano Pedro Falcão,charging_station,yes,no,2,mobilidade.electricacrc@galp.com,yes,yes,ODV-00006,Mobi.E,24/7,Galp Geste,no,+351 800 249 249,ODV-00006,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
420,node,8014447087,38.7852667,-9.0995309,yes,Lisboa,PT,,Alameda dos Oceanos,charging_station,yes,no,4,mobilidade.electricacrc@galp.com,yes,yes,LSB-00019/30,Mobi.E,24/7,Galp Power,no,+351 800 249 249,LSB-00019;LSB-00030,,,,,https://www.mobie.pt/,,,,,,,,,,,2,120,50kW,500,2,125,50kW,500,2,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
421,node,8014449464,38.7912859,-9.1401194,customers,Loures,PT,,Rua Cidade de Lisboa,charging_station,yes,no,1,,yes,,Inspezalves,none,24/7,Inspezalves,no,,,,,,,,,O cartão para activar o carregador pode ser comprado no centro de inspecções,,,,,,,,,1,120,43kW,500,1,125,43kW,500,1,63,43kW,400,,,,,,,,,,,,,,Card to activate charging can be bought at the inspection center office,,,,,,,,,,,,
422,node,8014476757,38.7882711,-9.1461396,yes,Lisboa,PT,,,charging_station,yes,no,1,electric@prioenergy.com,yes,yes,LSB-01529,Mobi.E,24/7,Prio.E,no,+351 800 450 111,LSB-01529,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,node,8014526222,38.8664901,-9.10732,customers,Loures,PT,,MARL,charging_station,yes,no,2,ajuda@powerdot.pt,yes,yes,LRS-00047,Mobi.E,Mo-Sa 06:00-15:00,Powerdot,yes,+351 800 180 292,LRS-00047,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
424,node,8014546043,38.8880724,-9.0447977,yes,Alverca,PT,,EN 10,charging_station,yes,no,2,geral.pt@helexia.eu,yes,yes,VFX-00007/8,Mobi.E,24/7,Helexia II,no,+351 800 100 303,VFX-00007;VFX-00008,,,,,https://www.mobie.pt/,,,,,,,,,,,2,120,50kW,500,2,125,50kW,500,2,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
425,node,8017129726,38.9195426,-9.2303368,yes,Venda do Pinheiro,PT,,Avenida 9 de Julho,charging_station,yes,no,2,mobilidade-eletrica@edp.pt,yes,yes,MFR-00008,Mobi.E,24/7,EDP Comercial,no,+351 800 222 222,MFR-00008,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
426,node,8017258041,38.9670971,-9.4058552,yes,Ericeira,PT,,Rua Alto da Camacha,charging_station,yes,no,2,ajuda@powerdot.pt,yes,yes,MFR-00009,Mobi.E,24/7,Powerdot,no,+351 800 180 292,MFR-00009,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
427,node,8017258043,38.9647863,-9.4169961,yes,Ericeira,PT,,Largo Condes da Ericeira,charging_station,yes,no,1,suporte@mobiletric.com,yes,yes,MFR-00012,Mobi.E,24/7,Mobiletric,no,+351 800 210 204,MFR-00012,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,node,8017259001,38.9265061,-9.2350763,yes,Venda do Pinheiro,PT,,Parque Intermodal da Venda do Pinheiro,charging_station,yes,no,1,suporte@mobiletric.com,yes,yes,MFR-00004,Mobi.E,24/7,Mobiletric,no,+351 800 210 204,MFR-00004,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,node,8017286858,38.9328429,-9.3268991,yes,Mafra,PT,,Parque Intermodal do Alto da Vela,charging_station,yes,no,1,suporte@mobiletric.com,yes,yes,MFR-00003,Mobi.E,24/7,Mobiletric,no,+351 800 210 204,MFR-00003,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,node,8017291011,38.9702821,-9.4197685,yes,Ericeira,PT,,Parque Urbano de São Sebastião,charging_station,yes,no,1,suporte@mobiletric.com,yes,yes,MFR-00011,Mobi.E,24/7,Mobiletric,no,+351 800 210 204,MFR-00011,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,node,8017292652,38.9369301,-9.3367843,yes,Mafra,PT,,Rua do Castelo,charging_station,yes,no,1,suporte@mobiletric.com,yes,yes,MFR-00007,Mobi.E,24/7,Mobiletric,no,+351 800 210 204,MFR-00007,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,node,8017292653,38.9392282,-9.3351576,yes,Mafra,PT,,Rua Santa Casa da Misericórdia,charging_station,yes,no,1,suporte@mobiletric.com,yes,yes,MFR-00010,Mobi.E,24/7,Mobiletric,no,+351 800 210 204,MFR-00010,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,node,8017295445,38.9761745,-8.9787819,yes,Vila Franca de Xira,PT,,,charging_station,yes,no,2,apoio.cliente@kmlowcost.com,yes,yes,VFX-00013,Mobi.E,24/7,KLC,no,+351 800 296 929,VFX-00013,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
434,node,8017317140,39.0963761,-9.2551647,yes,Torres Vedras,PT,,Rua Fernando Vicente,charging_station,yes,no,2,ajuda@powerdot.pt,yes,yes,TVD-00014,Mobi.E,24/7,Powerdot,no,+351 800 180 292,TVD-00014,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
435,node,8017364780,39.2394309,-8.6966148,yes,Santarém,PT,,Avenida Bernardo Santareno,charging_station,yes,no,2,apoio.cliente@kmlowcost.com,yes,yes,STR-00014,Mobi.E,24/7,KLC,no,+351 800 296 929,STR-00014,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
436,node,8017374244,39.3919046,-8.637346,yes,,PT,,Área de Serviço de Santarém,charging_station,yes,no,2,apoio.cliente@kmlowcost.com,yes,yes,STR-00012,Mobi.E,24/7,KLC,no,+351 800 296 929,STR-00012,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
437,node,8017374245,39.3936748,-8.6409992,yes,,PT,,Área de Serviço de Santarém,charging_station,yes,no,2,apoio.cliente@kmlowcost.com,yes,yes,STR-00011,Mobi.E,24/7,KLC,no,+351 800 296 929,STR-00011,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
438,node,8040865546,39.8795804,-8.3417451,yes,,PT,,A13 km 167,charging_station,yes,no,1,electric@prioenergy.com,yes,yes,AVZ-00002,Mobi.E,24/7,Prio.E,no,+351 800 450 111,AVZ-00002,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,node,8040870812,39.7145446,-8.8318437,yes,Leiria,PT,,Rua da Maceira,charging_station,yes,no,2,mobilidade-eletrica@edp.pt,yes,yes,LRA-00014,Mobi.E,24/7,EDP Comercial,no,+351 800 222 222,LRA-00014,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
440,node,8040874899,39.4776408,-8.622905,yes,,PT,,,charging_station,yes,no,2,,yes,yes,TNV-00003,Mobi.E,24/7,Repsol,no,+351 800 226 624,TNV-00003,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
441,node,8040874900,39.4607118,-8.4933785,yes,Entroncamento,PT,,,charging_station,yes,no,2,mobilidade-eletrica@edp.pt,yes,yes,ENT-00002,Mobi.E,24/7,EDP Comercial,no,+351 800 222 222,ENT-00002,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
442,node,8066793641,40.147852,-8.8540174,yes,Figueira da Foz,PT,,Avenida Saraiva de Carvalho,charging_station,yes,no,2,suporte@evpower.pt,yes,yes,FIG-00002,Mobi.E,24/7,EV Power,no,+351 210 152 562,FIG-00002,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,32,22kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
443,node,8066856712,40.2639453,-7.4912799,yes,Covilhã,PT,,Covilhã Shopping,charging_station,yes,no,2,ajuda@powerdot.pt,yes,yes,CVL-00002,Mobi.E,24/7,Powerdot,no,+351 800 180 292,CVL-00002,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
444,node,8072498289,40.6318657,-8.6384538,yes,Aveiro,PT,,Rua Nova de Vilar,charging_station,yes,no,2,ajuda@powerdot.pt,yes,yes,AVR-00019,Mobi.E,24/7,Powerdot,no,+351 800 180 292,AVR-00019,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
445,node,8072503635,40.6870043,-8.2302698,yes,Vouzela,PT,,A 25,charging_station,yes,no,2,mobilidade.electricacrc@galp.com,yes,yes,VZL-00002,Mobi.E,24/7,Galp Geste,no,+351 800 249 249,VZL-00002,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
446,node,8072503636,40.6861867,-8.2322252,yes,Vouzela,PT,,A 25,charging_station,yes,no,2,mobilidade.electricacrc@galp.com,yes,yes,VZL-00001,Mobi.E,24/7,Galp Geste,no,+351 800 249 249,VZL-00001,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
447,node,8072520824,40.6479517,-7.874326,yes,Viseu,PT,,EN 16,charging_station,yes,no,1,electric@prioenergy.com,yes,yes,VIS-00003,Mobi.E,24/7,Prio.E,no,+351 800 450 111,VIS-00003,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,node,8072522375,40.3617734,-7.8608197,yes,Oliveira do Hospital,PT,,Avenida Carlos Campos,charging_station,yes,no,1,electric@prioenergy.com,yes,yes,OHP-00003,Mobi.E,24/7,Prio.E,no,+351 800 450 111,OHP-00003,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,node,8072590676,40.9256316,-8.5603546,yes,Santa Maria da Feira,PT,,Rua São Paulo da Cruz,charging_station,yes,no,2,mobilidade.electricacrc@galp.com,yes,yes,VFR-00003,Mobi.E,24/7,Galp Power,no,+351 800 249 249,VFR-00003,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
450,node,8072590689,40.891254,-8.6156389,yes,Ovar,PT,,Rua da Pardala,charging_station,yes,no,2,mobilidade-eletrica@edp.pt,yes,yes,OVR-00005,Mobi.E,24/7,EDP Comercial,no,+351 800 222 222,OVR-00005,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
451,node,8075964033,41.1169246,-8.6470932,yes,Vila Nova de Gaia,PT,,Avenida Poeta Eugénio de Andrade,charging_station,yes,no,1,electric@prioenergy.com,yes,yes,VNG-00043,Mobi.E,24/7,Prio.E,no,+351 800 450 111,VNG-00043,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,node,8075967150,41.1618363,-8.5925344,yes,Porto,PT,,Praça Doutor Francisco Sá Carneiro,charging_station,yes,no,1,suporte@mobiletric.com,yes,yes,PRT-00014/15,Mobi.E,24/7,Mobiletric,no,+351 800 210 204,PRT-00014;PRT-00015,,,,,https://www.mobie.pt/,,,,,,,,,,,2,120,50kW,500,2,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,node,8075979728,41.0279602,-8.6418416,yes,São Félix da Marinha,PT,,Avenida da Liberdade,charging_station,yes,no,2,mobilidade-eletrica@edp.pt,yes,yes,VNG-00033,Mobi.E,24/7,EDP Comercial,no,+351 800 222 222,VNG-00033,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
454,node,8075996011,41.1376859,-8.6302221,yes,Vila Nova de Gaia,PT,,Candal Park,charging_station,yes,no,2,apoio.cliente@kmlowcost.com,yes,yes,VNG-00032 - Candal Park,Mobi.E,24/7,KLC,no,+351 800 296 929,VNG-00032,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
455,node,8075998577,41.1361148,-8.6085713,yes,Vila Nova de Gaia,PT,,Rua Rocha Leão,charging_station,yes,no,4,ajuda@powerdot.pt,yes,yes,VNG-00041/42,Mobi.E,24/7,Powerdot,no,+351 800 180 292,VNG-00041;VNG-00042,,,,,https://www.mobie.pt/,,,,,,,,,,,2,120,50kW,500,2,125,50kW,500,2,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
456,node,8076005286,41.1501485,-8.5993351,yes,Porto,PT,,Campo 24 de Agosto,charging_station,yes,no,1,info@evce.pt,yes,yes,PRT-00030,Mobi.E,24/7,EVCE,yes,+351 253 623 190,PRT-00030,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,,
457,node,8076135982,41.1861605,-8.6242446,yes,Matosinhos,PT,,Via Norte,charging_station,yes,no,2,mobilidade-eletrica@edp.pt,yes,yes,MTS-00011,Mobi.E,24/7,EDP Comercial,no,+351 800 222 222,MTS-00011,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
458,node,8078239912,39.2782898,-7.4326434,yes,Portalegre,PT,,Rua do Joinal,charging_station,yes,no,2,ajuda@powerdot.pt,yes,yes,PTG-00009,Mobi.E,24/7,Powerdot,no,+351 800 180 292,PTG-00009,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
459,node,8078270286,41.1621463,-8.6061037,yes,Porto,PT,,Rua da Constituição,charging_station,yes,no,1,apoio.cliente@kmlowcost.com,yes,yes,PRT-00048 - Parque da Constituição,Mobi.E,24/7,KLC,yes,+351 800 296 929,PRT-00048,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,node,8078271807,41.1640858,-8.6393939,yes,Porto,PT,,Avenida Sidónio Pais,charging_station,yes,no,2,mobilidade.electricacrc@galp.com,yes,yes,PRT-00019,Mobi.E,24/7,Galp Geste,no,+351 800 249 249,PRT-00019,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
461,node,8078328024,41.1777485,-8.6485282,yes,Porto,PT,,Rua Engenheiro Ferreira Dias,charging_station,yes,no,1,electric@prioenergy.com,yes,yes,PRT-00101,Mobi.E,24/7,Prio.E,no,+351 800 450 111,PRT-00101,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,node,8078341755,41.1843063,-8.6815327,yes,Matosinhos,PT,,Rua de Alfredo Cunha,charging_station,yes,no,1,mobilidade.electricacrc@galp.com,yes,yes,MTS-00021 - Parque Casa Rotativa,Mobi.E,24/7,Galp Power,no,+351 800 249 249,MTS-00021,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,25kW,500,1,125,25kW,500,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,
463,node,8078380228,41.2168565,-8.6235487,yes,Matosinhos,PT,,Rua da Lionesa,charging_station,yes,no,2,ajuda@powerdot.pt,yes,yes,MTS-00027 - Lionesa,Mobi.E,24/7,Powerdot,no,+351 800 180 292,MTS-00027,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
464,node,8079125549,38.8008744,-9.326218,yes,,PT,,,charging_station,yes,no,2,mobilidade-eletrica@edp.pt,yes,yes,SNT-00015 - McDonalds Tapada das Mercês,Mobi.E,24/7,EDP Comercial,no,+351 800 222 222,SNT-00015,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,node,8079134001,41.1617368,-8.6281735,yes,Porto,PT,,Avenida de França,charging_station,yes,no,1,suporte@mobiletric.com,yes,yes,PRT-00013,Mobi.E,24/7,Mobiletric,no,+351 800 210 204,PRT-00013,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
466,node,8079150416,41.2338941,-8.667423,yes,Maia,PT,,Rua do Barreiro,charging_station,yes,no,2,ajuda@powerdot.pt,yes,yes,MAI-00005,Mobi.E,24/7,Powerdot,no,+351 800 180 292,MAI-00005,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
467,node,8079153639,41.3420666,-8.4727483,yes,Santo Tirso,PT,,Praça 25 de Abril,charging_station,yes,no,1,suporte@mobiletric.com,yes,yes,STS-00003,Mobi.E,24/7,Mobiletric,no,+351 800 210 204,STS-00003,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
